id,district,police_station,crime_category,crime_subcategory,reported_cases,severity,year,month,source,source_url,data_precision,is_synthetic
2332,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,15,7,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2333,Central,Central Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,6,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2334,East,East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,13,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2335,New Delhi,New Delhi Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,3,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2336,North,North Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,7,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2337,North East,North East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,13,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2338,North West,North West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,22,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2339,Shahdara,Shahdara Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,10,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2340,South,South Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,18,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2341,South East,South East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,13,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2342,South West,South West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2343,West,West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,18,8,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2344,Central,Central Central PS,Stalking,Sec 354D IPC,4,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2345,East,East Central PS,Stalking,Sec 354D IPC,10,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2346,New Delhi,New Delhi Central PS,Stalking,Sec 354D IPC,2,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2347,North,North Central PS,Stalking,Sec 354D IPC,5,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2348,North East,North East Central PS,Stalking,Sec 354D IPC,11,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2349,North West,North West Central PS,Stalking,Sec 354D IPC,19,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2350,Shahdara,Shahdara Central PS,Stalking,Sec 354D IPC,6,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2351,South,South Central PS,Stalking,Sec 354D IPC,16,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2352,South East,South East Central PS,Stalking,Sec 354D IPC,12,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2353,South West,South West Central PS,Stalking,Sec 354D IPC,11,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2354,West,West Central PS,Stalking,Sec 354D IPC,15,6,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2355,Central,Central Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,7,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2356,East,East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,19,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2357,New Delhi,New Delhi Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,3,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2358,North,North Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,10,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2359,North East,North East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2360,North West,North West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,33,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2361,Shahdara,Shahdara Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,12,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2362,South,South Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,26,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2363,South East,South East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,23,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2364,South West,South West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,16,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2365,West,West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,24,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2366,Central,Central Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2367,East,East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2368,New Delhi,New Delhi Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2369,North,North Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2370,North East,North East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2371,North West,North West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2372,Shahdara,Shahdara Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2373,South,South Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2374,South East,South East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2375,South West,South West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2376,West,West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2377,Central,Central Central PS,Voyeurism,Sec 354C IPC,4,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2378,East,East Central PS,Voyeurism,Sec 354C IPC,10,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2379,New Delhi,New Delhi Central PS,Voyeurism,Sec 354C IPC,2,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2380,North,North Central PS,Voyeurism,Sec 354C IPC,5,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2381,North East,North East Central PS,Voyeurism,Sec 354C IPC,9,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2382,North West,North West Central PS,Voyeurism,Sec 354C IPC,20,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2383,Shahdara,Shahdara Central PS,Voyeurism,Sec 354C IPC,9,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2384,South,South Central PS,Voyeurism,Sec 354C IPC,15,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2385,South East,South East Central PS,Voyeurism,Sec 354C IPC,13,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2386,South West,South West Central PS,Voyeurism,Sec 354C IPC,9,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2387,West,West Central PS,Voyeurism,Sec 354C IPC,14,5,2020,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2388,Central,Central Central PS,Rape,Sec 376 IPC,4,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2389,East,East Central PS,Rape,Sec 376 IPC,9,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2390,New Delhi,New Delhi Central PS,Rape,Sec 376 IPC,2,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2391,North,North Central PS,Rape,Sec 376 IPC,4,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2392,North East,North East Central PS,Rape,Sec 376 IPC,8,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2393,North West,North West Central PS,Rape,Sec 376 IPC,19,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2394,Shahdara,Shahdara Central PS,Rape,Sec 376 IPC,7,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2395,South,South Central PS,Rape,Sec 376 IPC,11,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2396,South East,South East Central PS,Rape,Sec 376 IPC,10,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2397,South West,South West Central PS,Rape,Sec 376 IPC,7,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2398,West,West Central PS,Rape,Sec 376 IPC,11,9,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2399,Central,Central Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,4,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2400,East,East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,10,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2401,New Delhi,New Delhi Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,2,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2402,North,North Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,5,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2403,North East,North East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,12,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2404,North West,North West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,25,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2405,Shahdara,Shahdara Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,9,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2406,South,South Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,13,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2407,South East,South East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,15,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2408,South West,South West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,11,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
2409,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,15,7,2020,8,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
